gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,1,0,0,18,1,0,93.9,1743.9,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False
1,0,1,1,50,1,0,105.95,5341.8,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
1,1,0,0,4,1,0,75.35,273.4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,1,0,1,24.4,24.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,16,1,1,90.8,1442.2,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,0,1,0,63,1,0,102.6,6296.75,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False
1,0,1,1,65,1,0,108.65,6937.95,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
0,1,0,0,71,1,0,104.05,7413.55,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
1,0,1,1,67,1,0,104.6,6885.75,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False
1,0,1,0,38,1,0,91.7,3479.05,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,0,2,1,0,19.95,38.15,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,52,1,1,105.0,5426.85,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
0,0,0,1,4,1,1,25.45,84.2,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,40,1,1,80.75,3208.65,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True
0,0,0,0,1,1,0,19.5,19.5,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,1,54,1,1,24.05,1230.9,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,1,1,31,0,0,35.4,1077.5,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,1,1,0,27,1,1,70.55,1943.9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,2,1,1,71.3,157.75,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,0,27,1,1,84.8,2309.55,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
1,0,0,0,1,1,1,45.7,45.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,1,72,1,1,23.3,1623.15,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,0,1,0,49,1,0,99.4,5025.0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
1,0,1,0,66,1,1,104.05,6890.0,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False
0,0,1,0,63,1,1,96.0,6109.75,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
0,0,1,1,55,1,0,100.9,5448.6,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
0,1,1,0,12,1,1,98.1,1060.2,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0,1,0,72,1,1,109.95,7852.4,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False
1,0,1,0,5,1,1,89.15,413.25,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,0,1,57,1,1,19.6,1170.55,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,34,1,0,65.0,2157.5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,1,1,31,1,0,89.3,2823.0,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
1,0,0,0,1,1,1,71.35,71.35,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,67,1,1,72.35,4991.5,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False
1,1,0,0,1,0,1,43.3,43.3,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
1,0,0,0,2,1,0,44.65,74.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,4,1,1,50.8,202.3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0,1,0,0,30,1,0,91.7,2758.15,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,1,1,1,84.85,84.85,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0,1,1,71,1,1,104.65,7288.4,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False
0,0,0,0,58,1,1,106.45,6145.85,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
0,0,0,0,27,1,1,94.55,2724.6,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,0,0,0,49,1,1,19.9,1022.6,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,1,1,64,1,0,93.4,5822.3,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1,0,0,0,42,1,1,101.75,4273.45,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,1,1,0,67,1,1,105.4,7035.6,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False
1,0,0,0,69,1,1,104.7,7220.35,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False
1,0,0,0,66,1,0,89.4,5976.9,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
0,1,1,0,39,1,1,101.25,3949.15,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
0,0,0,0,2,1,0,20.35,45.3,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,0,59,0,1,44.3,2666.75,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,1,0,24,1,1,69.45,1614.05,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
1,0,1,1,69,1,1,81.95,5601.4,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,0,0,38,1,1,103.65,3988.5,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
1,0,0,0,1,1,0,19.75,19.75,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,0,1,1,68,1,0,88.0,6161.9,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
1,0,1,1,30,1,1,83.55,2570.2,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
1,0,1,0,37,1,1,90.35,3419.3,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
1,0,1,1,40,1,0,19.6,808.95,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,0,72,1,1,94.25,6849.75,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
1,0,0,1,1,1,1,19.3,19.3,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,37,1,0,19.85,784.25,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,1,72,0,0,55.65,3880.05,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False
0,0,0,0,18,1,1,50.3,913.3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,1,0,1,35.75,35.75,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,1,0,27,1,0,19.55,520.55,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,1,1,35,1,0,20.1,655.3,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,48,1,0,75.15,3772.65,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
1,0,1,1,61,1,0,84.9,5264.5,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
0,0,0,0,1,1,0,19.55,19.55,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
1,1,1,0,67,1,1,94.65,6079.0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
0,0,0,0,36,1,0,54.45,1893.5,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,1,1,8,1,0,19.05,201.7,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,1,1,0,71,1,1,82.7,5831.2,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False
1,0,1,0,21,1,1,106.1,2249.95,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
1,0,0,0,19,1,1,99.95,1931.75,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,0,0,54,1,1,108.0,5760.65,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False
0,0,0,0,11,1,0,51.1,531.15,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,1,18,1,0,20.15,390.85,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
1,1,1,0,52,1,1,104.2,5568.35,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1,1,1,0,1,1,1,80.3,80.3,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,53,1,0,20.9,1146.05,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,1,1,0,72,1,1,25.7,1937.4,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,1,0,0,2,1,1,93.85,170.85,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,1,0,59,1,0,101.1,6039.9,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,0,0,1,1,1,75.9,75.9,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1,0,0,0,58,1,0,99.15,5720.95,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False
0,0,1,0,7,1,1,86.5,582.5,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,24,1,1,89.85,2165.05,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0,0,1,0,18,1,1,95.95,1745.5,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
1,0,1,1,31,1,0,98.05,3082.1,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
0,0,0,0,28,1,1,59.55,1646.45,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,0,0,0,1,1,1,45.8,45.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,0,0,18,1,1,73.55,1359.45,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,4,1,1,70.05,266.9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1,1,0,54,1,1,18.95,1031.1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,1,72,1,1,117.6,8308.9,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,0,0,1,1,1,82.3,82.3,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,69,1,1,114.35,7665.8,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,1,1,0,49,1,0,90.05,4547.25,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1,1,0,0,53,0,1,54.45,2854.55,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
1,0,1,1,50,1,0,24.95,1261.45,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,1,0,0,1,1,1,71.15,71.15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,56,1,1,73.85,4092.85,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,71,1,0,20.85,1539.75,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
1,0,1,1,60,1,0,20.55,1205.05,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0,7,1,1,44.65,322.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,0,5,1,1,84.7,392.5,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,1,1,29,1,0,94.65,2649.15,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
0,0,1,1,68,1,1,103.75,7039.45,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False
0,0,1,1,20,1,0,76.0,1588.75,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False
0,0,0,0,16,1,1,53.9,834.15,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
1,0,0,0,71,1,0,80.6,5708.2,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False
1,0,1,0,32,1,1,98.85,3145.9,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
1,0,0,0,4,1,1,20.7,83.75,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
1,0,0,1,36,1,1,94.7,3512.5,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,1,0,72,1,1,105.5,7544.0,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False
0,1,1,1,31,1,1,98.9,2911.3,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
0,0,0,0,65,1,1,89.85,5844.65,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
0,0,0,0,5,1,1,85.2,474.8,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,16,0,0,54.85,916.15,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,0,0,0,10,1,1,80.05,830.7,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,1,49,1,0,20.45,1024.65,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,1,0,0,43,0,1,33.45,1500.25,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,1,0,1,24.45,24.45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,0,4,1,0,54.7,235.05,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,2,1,1,70.3,144.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,70,1,1,84.1,5979.7,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0,0,0,0,36,1,1,70.7,2511.95,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True
0,0,1,1,66,1,0,109.25,7082.5,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
0,0,1,1,67,1,0,74.0,4868.4,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False
1,0,0,0,33,1,0,20.35,689.75,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,23,1,1,90.05,2169.8,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,0,34,1,1,73.95,2524.45,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,1,11,1,0,86.2,893.2,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,1,49,1,1,87.2,4345.0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True
0,0,1,0,8,1,1,85.2,627.4,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0,0,1,0,46,0,1,43.95,2007.85,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,1,1,0,72,1,1,110.8,7882.25,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,0,0,1,1,0,20.9,20.9,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,1,3,1,1,58.7,168.6,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
1,0,1,1,32,0,1,36.25,1151.05,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
0,0,0,0,33,1,1,79.95,2684.85,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
0,1,1,0,25,1,1,98.5,2514.5,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,1,0,72,1,1,90.95,6468.6,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,1,1,34,1,0,78.3,2564.3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,1,1,1,44.8,44.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,1,21,1,0,20.75,452.2,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,14,1,0,20.4,275.7,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
1,0,0,0,23,1,1,99.95,2292.75,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False
1,1,1,0,39,1,1,105.65,4284.8,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
0,1,1,0,66,1,1,108.1,7181.95,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False
1,0,0,1,52,1,0,25.6,1334.5,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,1,1,71,1,1,84.8,6152.4,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
0,1,0,0,26,1,1,89.15,2277.65,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,1,56,1,0,68.75,3815.4,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
0,0,0,0,10,1,1,81.0,818.05,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,72,1,0,115.05,8405.0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
1,0,0,0,15,1,1,101.35,1553.95,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
0,0,1,1,67,1,1,94.35,6341.45,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False
0,0,0,0,16,1,1,50.15,762.25,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,54,1,1,94.75,5121.75,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
1,0,0,0,11,1,1,73.85,926.25,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0,1,1,10,1,0,70.3,676.15,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
0,0,1,0,59,1,1,109.15,6557.75,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False
1,0,0,0,25,1,1,20.75,499.4,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0,4,1,0,20.7,73.05,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,1,11,1,0,19.65,225.75,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,1,0,57,1,1,103.05,5925.75,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
0,1,0,0,69,1,0,110.25,7467.55,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False
1,1,0,0,15,1,0,75.65,1146.65,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,54,1,1,59.8,3246.45,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
1,0,0,0,59,1,0,25.0,1510.5,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,0,67,1,0,75.1,5064.45,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True
1,0,0,0,4,1,1,80.1,336.15,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,72,1,1,109.2,7711.45,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,1,0,69,1,1,26.3,1763.55,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
0,0,1,0,49,1,0,71.8,3472.05,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False
0,0,0,0,66,0,1,61.35,4193.4,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,0,0,7,1,1,69.85,515.45,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,1,62,1,1,94.95,5791.85,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
0,1,1,0,38,1,0,95.0,3591.25,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
1,0,1,1,19,1,0,103.3,2012.7,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
0,0,0,0,63,1,0,24.2,1618.2,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,1,0,0,21,1,0,20.5,429.55,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
1,0,0,0,1,1,0,44.45,44.45,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,0,0,33,0,1,59.45,1884.65,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
1,1,0,0,67,1,1,101.4,6841.05,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
1,0,1,0,17,0,0,34.4,592.75,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,0,1,1,8,1,0,54.65,482.25,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,65,1,1,111.05,7107.0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
1,1,1,0,69,1,1,84.9,5785.65,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,64,1,1,104.65,6889.8,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
1,0,0,0,55,1,1,64.2,3627.3,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False
0,0,1,1,71,1,1,99.0,7061.65,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False
0,0,1,0,40,1,1,78.85,3126.85,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1,0,0,0,23,1,1,96.9,2085.45,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False
0,0,0,0,72,1,1,21.15,1419.4,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,0,10,1,0,18.85,163.2,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,0,5,1,1,81.3,416.3,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,1,0,72,1,1,106.85,7677.4,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False
0,0,0,0,1,1,1,19.9,19.9,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,1,5,1,1,25.9,135.0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,0,1,0,65,1,1,107.65,7082.85,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,1,0,33,1,1,95.8,3036.75,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False
0,0,1,1,1,1,1,20.5,20.5,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,1,10,1,0,26.1,225.55,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,1,1,70,1,1,106.5,7397.0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
0,0,0,0,36,1,1,104.8,3886.45,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False
0,0,0,0,21,1,1,90.05,1862.9,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
1,0,1,0,72,0,0,42.1,2962.0,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
